STREET NAME ID,STREET NAME,STREET FULL NAME,POSTAL COMMUNITY,MUNICIPAL COMMUNITY
2607,JUDI,JUDI AVE,BATON ROUGE,BATON ROUGE
2608,JUDSON,JUDSON CT,ZACHARY,PARISH
2609,JUNELISE,JUNELISE DR,BATON ROUGE,PARISH
261,ASPEN,ASPEN PL,BATON ROUGE,PARISH
2610,JULIA,JULIA ST,BATON ROUGE,BATON ROUGE
2611,JULIA AUBIN,JULIA AUBIN LN,BATON ROUGE,PARISH
2612,JULY,JULY ST,BATON ROUGE,BATON ROUGE
2613,JULY,JULY ST,ZACHARY,ZACHARY
2614,JUNE,JUNE ST,BATON ROUGE,BATON ROUGE
2615,JUNE,JUNE ST,ZACHARY,ZACHARY
2616,JUNIPER,JUNIPER DR,BATON ROUGE,PARISH
2617,JUNO,JUNO DR,BAKER,PARISH
2618,JURA,JURA ST,BATON ROUGE,BATON ROUGE
2619,JUSTICE,JUSTICE AVE,BATON ROUGE,BATON ROUGE
262,ASPENWOOD,ASPENWOOD DR,BATON ROUGE,BATON ROUGE
2620,JUSTIN,JUSTIN AVE,BATON ROUGE,PARISH
2621,KAITLYN,KAITLYN DR,BATON ROUGE,PARISH
2623,KALURAH,KALURAH ST,BATON ROUGE,BATON ROUGE
2624,KANSAS,KANSAS ST,BATON ROUGE,BATON ROUGE
2625,KAREN ELIZABETH,KAREN ELIZABETH DR,ZACHARY,ZACHARY
2626,KAREN,KAREN DR,BATON ROUGE,BATON ROUGE
2627,KARLYN,KARLYN CT,PRIDE,CENTRAL
2628,KATHERINE,KATHERINE AVE,BATON ROUGE,BATON ROUGE
2629,KATHLEEN,KATHLEEN DR,BATON ROUGE,PARISH
263,ASPHODEL,ASPHODEL DR,BATON ROUGE,BATON ROUGE
2630,KATHLEEN,E KATHLEEN DR,BATON ROUGE,PARISH
2631,KATHY,KATHY DR,BATON ROUGE,PARISH
2632,KAUFMAN,KAUFMAN ST,BATON ROUGE,BATON ROUGE
2633,KAY,KAY DR,BATON ROUGE,BATON ROUGE
2636,KAYLYNN,KAYLYNN AVE,BATON ROUGE,PARISH
2637,KEATY,KEATY AVE,BATON ROUGE,BATON ROUGE
2638,KEED,KEED AVE,BATON ROUGE,BATON ROUGE
2639,KEEL,KEEL AVE,BATON ROUGE,PARISH
264,ASSOCIATE,ASSOCIATE DR,BATON ROUGE,PARISH
2640,KEEN,KEEN ALY,BATON ROUGE,BATON ROUGE
2641,KELLY,KELLY ST,BATON ROUGE,BATON ROUGE
2643,KELVIN,KELVIN ST,BATON ROUGE,BATON ROUGE
2644,KELWOOD,KELWOOD AVE,BATON ROUGE,BATON ROUGE
2645,KENDALWOOD,KENDALWOOD RD,BATON ROUGE,PARISH
2646,KENILWORTH,KENILWORTH PKWY,BATON ROUGE,BATON ROUGE
2647,KENILWORTH,S KENILWORTH PKWY,BATON ROUGE,PARISH
2648,KENILWORTH,KENILWORTH CT,BATON ROUGE,BATON ROUGE
2649,KENLEE,KENLEE ST,BATON ROUGE,BATON ROUGE
265,ASTER,ASTER ST,BATON ROUGE,BATON ROUGE
2650,KENMORE,KENMORE AVE,BATON ROUGE,BATON ROUGE
2651,KENNEDY,KENNEDY DR,ZACHARY,ZACHARY
2653,KENNER,KENNER AVE,BATON ROUGE,PARISH
2654,KENNESAW,KENNESAW DR,BATON ROUGE,PARISH
2655,KENNON,KENNON DR,BAKER,PARISH
2656,KENNY,KENNY CIR,BATON ROUGE,BATON ROUGE
2658,KENT,KENT DR,BAKER,PARISH
2659,KENTMERE,KENTMERE AVE,BATON ROUGE,PARISH
266,ASTOLAT,ASTOLAT AVE,BATON ROUGE,BATON ROUGE
2660,KENTON,KENTON AVE,GREENWELL SPRINGS,CENTRAL
2661,KENTSHIRE,KENTSHIRE CT,BATON ROUGE,PARISH
2662,KENTUCKY,KENTUCKY ST,BATON ROUGE,BATON ROUGE
2663,KENWOOD,KENWOOD AVE,BATON ROUGE,BATON ROUGE
2664,KEOKUK,KEOKUK ST,BATON ROUGE,BATON ROUGE
2665,KERNAN,KERNAN AVE,BATON ROUGE,BATON ROUGE
2666,KERR,KERR ST,BATON ROUGE,BATON ROUGE
2667,KERRIT,KERRIT DR,BATON ROUGE,PARISH
2668,KERRY,KERRY DR,BATON ROUGE,PARISH
2669,SHORELINE,N SHORELINE AVE,BATON ROUGE,PARISH
267,ASTORIA,ASTORIA DR,BATON ROUGE,PARISH
2670,KESWICK,KESWICK DR,BATON ROUGE,PARISH
2671,KETCHWOOD,KETCHWOOD CT,BATON ROUGE,PARISH
2672,KEVEL,KEVEL DR,BATON ROUGE,BATON ROUGE
2673,KEVIN RYAN,KEVIN RYAN DR,BATON ROUGE,PARISH
2674,KEY,KEY ST,BATON ROUGE,BATON ROUGE
2675,KEYSTONE,KEYSTONE AVE,GREENWELL SPRINGS,CENTRAL
2676,KILDEER,KILDEER ST,BATON ROUGE,BATON ROUGE
2677,KILKENNY,KILKENNY DR,BATON ROUGE,PARISH
2678,KILONA,KILONA DR,BATON ROUGE,PARISH
2679,KILT PLACE,KILT PLACE AVE,BATON ROUGE,BATON ROUGE
268,ATHENS,ATHENS AVE,BATON ROUGE,BATON ROUGE
2680,KIM,KIM ST,ZACHARY,ZACHARY
2681,KIMBERLIN,KIMBERLIN DR,BAKER,BAKER
2682,KIMBERLY,KIMBERLY DR,BATON ROUGE,BATON ROUGE
2683,KIMBERLY,KIMBERLY WAY,BATON ROUGE,BATON ROUGE
2684,KIMBLETON,KIMBLETON AVE,BATON ROUGE,PARISH
2685,KIMBLE,KIMBLE AVE,BATON ROUGE,PARISH
2686,KIMBRO,KIMBRO DR,BATON ROUGE,BATON ROUGE
2687,KIMMERIDGE,KIMMERIDGE DR,BATON ROUGE,BATON ROUGE
2688,KINCAID,KINCAID AVE,BATON ROUGE,BATON ROUGE
2689,KINDLETREE,KINDLETREE DR,BATON ROUGE,PARISH
269,ATKINSON,ATKINSON ST,BATON ROUGE,BATON ROUGE
2691,KING ARTHUR,KING ARTHUR BLVD,BATON ROUGE,BATON ROUGE
2692,KING BRADFORD,KING BRADFORD DR,BATON ROUGE,PARISH
2693,KING BRADFORD,N KING BRADFORD DR,BATON ROUGE,PARISH
2694,KING CAREY,KING CAREY AVE,BATON ROUGE,PARISH
2695,KING CHARLES,KING CHARLES AVE,BATON ROUGE,PARISH
2696,KING CHARLES,KING CHARLES DR,BAKER,PARISH
2697,KING DEAN,KING DEAN DR,BATON ROUGE,PARISH
2698,KING HENRY,KING HENRY AVE,BATON ROUGE,PARISH
2699,KING JAMES,KING JAMES AVE,BATON ROUGE,PARISH
27,20TH,S 20TH ST,BATON ROUGE,BATON ROUGE
270,ATLANTA,ATLANTA AVE,BATON ROUGE,PARISH
2700,KING JOHN,KING JOHN PL,BATON ROUGE,BATON ROUGE
2701,KING RICHARD,KING RICHARD DR,BATON ROUGE,BATON ROUGE
2702,KING,KING ST,BATON ROUGE,BATON ROUGE
2703,KING WALL,KING WALL CT,BATON ROUGE,PARISH
2704,KING WALL,KING WALL DR,BATON ROUGE,PARISH
2706,KINGFISHER,KINGFISHER AVE,BATON ROUGE,BATON ROUGE
2707,KINGLET,KINGLET DR,BATON ROUGE,PARISH
2708,KINGS CANYON,KINGS CANYON DR,BATON ROUGE,BATON ROUGE
2709,KINGSTON,KINGSTON DR,BATON ROUGE,BATON ROUGE
271,AUBIN,AUBIN LN,BATON ROUGE,"BATON ROUGE,PARISH"
2712,KIOWA,KIOWA DR,BATON ROUGE,BATON ROUGE
2713,KIRKLEY,KIRKLEY PL E,BATON ROUGE,BATON ROUGE
2714,KIRKLEY,KIRKLEY PL N,BATON ROUGE,BATON ROUGE
2715,KIRKLEY,KIRKLEY PL W,BATON ROUGE,BATON ROUGE
2716,KIRKWOOD,KIRKWOOD LN,ZACHARY,ZACHARY
2717,KISSEL,KISSEL ST,BATON ROUGE,BATON ROUGE
2718,KITTY,KITTY ST,BATON ROUGE,BATON ROUGE
2719,KLEINERT,KLEINERT AVE,BATON ROUGE,BATON ROUGE
272,AUBURN,AUBURN DR,BATON ROUGE,BATON ROUGE
2720,KLEINPETER,KLEINPETER RD,BATON ROUGE,PARISH
2721,KNIGHT,KNIGHT DR,ZACHARY,ZACHARY
2722,KNIGHT'S BRIDGE,KNIGHT'S BRIDGE CT,BATON ROUGE,BATON ROUGE
2723,KNOLLHAVEN,KNOLLHAVEN DR,BATON ROUGE,PARISH
2724,KNOLLWOOD,KNOLLWOOD DR,BATON ROUGE,BATON ROUGE
2725,KNOX HILL,KNOX HILL DR,BATON ROUGE,PARISH
2726,KNOX HILL,KNOX HILL CT,BATON ROUGE,PARISH
2727,KOHLER,KOHLER LN,GREENWELL SPRINGS,CENTRAL
2728,KOLIN,KOLIN DR,BATON ROUGE,PARISH
273,AUDREY,AUDREY DR,BATON ROUGE,BATON ROUGE
2730,KORNMEYER PLAZA,KORNMEYER PLAZA DR,BATON ROUGE,BATON ROUGE
2731,KRISTA,KRISTA LN,BATON ROUGE,BATON ROUGE
2732,KRISTENE,KRISTENE AVE,"BAKER,ZACHARY",PARISH
2733,L'REECE,L'REECE AVE,BATON ROUGE,PARISH
2734,LA BELLE,LA BELLE AVE,BATON ROUGE,BATON ROUGE
2735,LA ANNIE,LA ANNIE DR,BATON ROUGE,BATON ROUGE
2736,LA CRETE,LA CRETE LN,BATON ROUGE,PARISH
2737,LA GRANGE,LA GRANGE CT,BATON ROUGE,PARISH
2738,LA LOUISIANE,LA LOUISIANE CT,BATON ROUGE,PARISH
274,AUDUBON,AUDUBON AVE,BATON ROUGE,BATON ROUGE
2740,LA MARGIE,LA MARGIE AVE,BATON ROUGE,BATON ROUGE
2741,LA PAZ,LA PAZ CT,CENTRAL,CENTRAL
2743,LACA,LACA ST,BATON ROUGE,BATON ROUGE
2744,LACEY,LACEY DR,BATON ROUGE,BATON ROUGE
2745,LADY CONSTANCE,LADY CONSTANCE DR,GREENWELL SPRINGS,CENTRAL
2746,LAFAYETTE,LAFAYETTE ST,BATON ROUGE,BATON ROUGE
2747,LAFITTE,LAFITTE DR,BATON ROUGE,PARISH
2748,LA JOLLA,LA JOLLA CT,CENTRAL,CENTRAL
2749,LAKE AZALEA,LAKE AZALEA DR,BATON ROUGE,PARISH
275,AUDUSSON,AUDUSSON DR,GREENWELL SPRINGS,CENTRAL
2750,LAKE CALAIS,LAKE CALAIS CT,BATON ROUGE,BATON ROUGE
2751,LAKE CAMELLIA,LAKE CAMELLIA AVE,BATON ROUGE,PARISH
2752,LAKE COMITE,LAKE COMITE DR,CENTRAL,CENTRAL
2753,LAKE FOREST PARK,LAKE FOREST PARK AVE,BATON ROUGE,BATON ROUGE
2754,LAKE HARBOUR,LAKE HARBOUR AVE,BATON ROUGE,PARISH
2755,LAKE HILLS,LAKE HILLS PKWY,BATON ROUGE,BATON ROUGE
2756,LAKE HOLLOW,LAKE HOLLOW DR,BATON ROUGE,PARISH
2757,LAKE INDIGO,LAKE INDIGO DR,BATON ROUGE,PARISH
2758,LAKE IRIS,LAKE IRIS AVE,BATON ROUGE,PARISH
2759,LAKE LA BELLE,LAKE LA BELLE CIR,BATON ROUGE,BATON ROUGE
276,AUGUSTA,E AUGUSTA DR,BATON ROUGE,PARISH
2760,LAKE LABERGE,LAKE LABERGE CIR,BATON ROUGE,BATON ROUGE
2761,LAKE LABERGE,LAKE LABERGE CT,BATON ROUGE,BATON ROUGE
2762,LAKE LA DARE,LAKE LA DARE AVE,BATON ROUGE,BATON ROUGE
2763,LAKE LAMOND,LAKE LAMOND AVE,BATON ROUGE,BATON ROUGE
2764,LAKE LAROUGE,LAKE LAROUGE DR,BATON ROUGE,BATON ROUGE
2765,LAKE LARTO,LAKE LARTO CIR,BATON ROUGE,BATON ROUGE
2766,LAKE LATANIA,LAKE LATANIA CIR,BATON ROUGE,BATON ROUGE
2767,LAKE LAWFORD,LAKE LAWFORD CT,BATON ROUGE,BATON ROUGE
2769,LAKE LAWRENCE,LAKE LAWRENCE DR,BATON ROUGE,BATON ROUGE
277,AUGUSTA,S AUGUSTA DR,BATON ROUGE,PARISH
2770,LAKE LERY,LAKE LERY AVE,BATON ROUGE,BATON ROUGE
2771,LAKE LETA,LAKE LETA CIR,BATON ROUGE,BATON ROUGE
2772,LAKE LIMESTONE,LAKE LIMESTONE CT,BATON ROUGE,BATON ROUGE
2773,LAKE LIMESTONE,LAKE LIMESTONE DR,BATON ROUGE,BATON ROUGE
2774,LAKE LINGHAM,LAKE LINGHAM CIR,BATON ROUGE,BATON ROUGE
2775,LAKE LIVINGSTON,LAKE LIVINGSTON CT,BATON ROUGE,BATON ROUGE
2776,LAKE LORA,LAKE LORA CIR,BATON ROUGE,BATON ROUGE
2777,LAKE MARY,LAKE MARY DR,BAKER,BAKER
2778,LAKE MYRTLE,LAKE MYRTLE DR,BATON ROUGE,PARISH
2779,LAKE ORCHID,LAKE ORCHID DR,BATON ROUGE,PARISH
278,AUGUSTA,W AUGUSTA DR,BATON ROUGE,PARISH
2780,LAKE POINT,LAKE POINT AVE,BATON ROUGE,PARISH
2781,LAKE RIDGE,LAKE RIDGE DR,BATON ROUGE,PARISH
2782,LAKE ROSE,LAKE ROSE AVE,BATON ROUGE,PARISH
2783,LAKE SHADOW,LAKE SHADOW DR,BATON ROUGE,PARISH
2784,LAKE SHADOW,N LAKE SHADOW DR,BATON ROUGE,PARISH
2785,LAKE SHERWOOD,LAKE SHERWOOD AVE N,BATON ROUGE,"BATON ROUGE,PARISH"
2786,LAKE SHERWOOD,LAKE SHERWOOD AVE E,BATON ROUGE,BATON ROUGE
2787,LAKE SHERWOOD,LAKE SHERWOOD AVE S,BATON ROUGE,BATON ROUGE
2788,LAKE,LAKE ST,BATON ROUGE,BATON ROUGE
2789,LAKE TERRACE,E LAKE TERRACE DR,BATON ROUGE,PARISH
279,AUGUSTA POINTE,AUGUSTA POINTE CT,BATON ROUGE,PARISH
2790,LAKE TERRACE,W LAKE TERRACE DR,BATON ROUGE,PARISH
2791,LAKE TULIP,LAKE TULIP AVE,BATON ROUGE,PARISH
2792,LAKE WISTERIA,LAKE WISTERIA AVE,BATON ROUGE,PARISH
2793,LAKECREST,LAKECREST AVE,BATON ROUGE,BATON ROUGE
2794,LAKEFIELD,LAKEFIELD AVE,BATON ROUGE,PARISH
2795,LAKEHAVEN,LAKEHAVEN CT,BATON ROUGE,PARISH
2796,LAKELAND,LAKELAND DR,BATON ROUGE,BATON ROUGE
2797,LAKELAND PARK,LAKELAND PARK BLVD,BATON ROUGE,PARISH
2798,LAKEMONT,LAKEMONT DR,BATON ROUGE,PARISH
2799,LAKEPARK,LAKEPARK AVE,BATON ROUGE,PARISH
28,21ST,N 21ST ST,BATON ROUGE,BATON ROUGE
280,AUGUSTUS,AUGUSTUS ST,BATON ROUGE,BATON ROUGE
2800,LAKERIDGE,LAKERIDGE DR,BATON ROUGE,BATON ROUGE
2801,LAKESHORE,LAKESHORE DR,BATON ROUGE,BATON ROUGE
2802,LAKESHORE,E LAKESHORE DR,BATON ROUGE,BATON ROUGE
2803,LAKESHORE,S LAKESHORE DR,BATON ROUGE,BATON ROUGE
2804,LAKESHORE,W LAKESHORE DR,BATON ROUGE,BATON ROUGE
2805,LAKESIDE OAKS,E LAKESIDE OAKS AVE,BATON ROUGE,PARISH
2806,LAKESIDE OAKS,N LAKESIDE OAKS AVE,BATON ROUGE,PARISH
2807,LAKESIDE OAKS,S LAKESIDE OAKS AVE,BATON ROUGE,PARISH
2808,LAKESIDE OAKS,W LAKESIDE OAKS AVE,BATON ROUGE,PARISH
2809,LAKEVIEW,E LAKEVIEW DR,BATON ROUGE,PARISH
281,AURORA,AURORA PL,BATON ROUGE,BATON ROUGE
2810,LAKEVIEW,N LAKEVIEW DR,BATON ROUGE,PARISH
2811,LAKEVIEW,S LAKEVIEW DR,BATON ROUGE,PARISH
2812,LAKEVIEW,W LAKEVIEW DR,BATON ROUGE,PARISH
2813,LAKEWAY,E LAKEWAY DR,BATON ROUGE,PARISH
2814,LAKEWAY,N LAKEWAY AVE,BATON ROUGE,PARISH
2815,LAKEWAY,S LAKEWAY AVE,BATON ROUGE,PARISH
2816,LAKEWAY,W LAKEWAY DR,BATON ROUGE,PARISH
2817,LAKEWOOD,LAKEWOOD ST,BATON ROUGE,BATON ROUGE
2818,LAKEWOOD,LAKEWOOD DR,ZACHARY,ZACHARY
2819,LAKEWOOD POINT,LAKEWOOD POINT DR,BATON ROUGE,PARISH
2820,LAMBERT,LAMBERT DR,BATON ROUGE,BATON ROUGE
2821,LANCASTER,LANCASTER AVE,BATON ROUGE,BATON ROUGE
2822,LANCELOT,LANCELOT DR,BATON ROUGE,BATON ROUGE
2823,LANCEWOOD,LANCEWOOD DR,BAKER,CENTRAL
2825,LANDFAIR,LANDFAIR AVE,CENTRAL,CENTRAL
2826,LANDING,LANDING CT,BATON ROUGE,BATON ROUGE
2827,LANDIS,LANDIS DR,BATON ROUGE,PARISH
2828,LANDMOR,LANDMOR DR,GREENWELL SPRINGS,CENTRAL
2829,LANDRY,LANDRY DR,BAKER,BAKER
283,AUTOPLEX,AUTOPLEX DR,BATON ROUGE,PARISH
2831,LANDS END,LANDS END CT,BATON ROUGE,PARISH
2832,LANDSBURY,LANDSBURY AVE,BATON ROUGE,PARISH
2833,LANDWOOD,LANDWOOD CIR,BATON ROUGE,BATON ROUGE
2834,LANDWOOD,LANDWOOD DR,BATON ROUGE,BATON ROUGE
2835,LANE,LANE AVE,ZACHARY,ZACHARY
2836,LANGER,LANGER AVE,BATON ROUGE,PARISH
2837,LANGHAM,LANGHAM DR,BATON ROUGE,PARISH
2838,LANGLEY,LANGLEY DR,BATON ROUGE,PARISH
2839,LANGSTON,LANGSTON CT,CENTRAL,CENTRAL
284,AUTUMN,AUTUMN AVE,BATON ROUGE,PARISH
2840,LANIER,LANIER DR,BATON ROUGE,"BATON ROUGE,PARISH"
2841,LANSDOWNE,LANSDOWNE RD,CENTRAL,CENTRAL
2842,LANSING,LANSING DR,BATON ROUGE,PARISH
2843,LANINGSTON,LANINGSTON AVE,BATON ROUGE,BATON ROUGE
2845,LARCH MEADOW,LARCH MEADOW CIR,GREENWELL SPRINGS,CENTRAL
2846,LARCHWOOD,LARCHWOOD DR,BATON ROUGE,BATON ROUGE
2847,LAREDO,LAREDO AVE,BATON ROUGE,PARISH
2848,LAREDO,S LAREDO AVE,BATON ROUGE,PARISH
2849,LARIAT,LARIAT AVE,GREENWELL SPRINGS,CENTRAL
285,AUTUMN OAK,AUTUMN OAK DR,BATON ROUGE,PARISH
2850,LARK,LARK ST,BATON ROUGE,BATON ROUGE
2851,LARK,N LARK ST,BATON ROUGE,BATON ROUGE
2852,LARKINS,LARKINS CT,BATON ROUGE,BATON ROUGE
2853,LARKSPUR,LARKSPUR AVE,BATON ROUGE,BATON ROUGE
2854,LASALLE,LASALLE AVE,BATON ROUGE,BATON ROUGE
2855,LASSEN,LASSEN DR,BATON ROUGE,BATON ROUGE
2856,LAUREL HILL,LAUREL HILL AVE,BAKER,PARISH
2857,LAUREL OAK,LAUREL OAK CT,BATON ROUGE,PARISH
2858,LAUREL,LAUREL ST,BATON ROUGE,BATON ROUGE
2859,LAUREL CREEK,LAUREL CREEK CT,BATON ROUGE,PARISH
286,AUTUMN RIDGE,AUTUMN RIDGE AVE,BATON ROUGE,PARISH
2860,LAUREL CREEK,N LAUREL CREEK CT,BATON ROUGE,PARISH
2861,LAUREL CREEK,S LAUREL CREEK CT,BATON ROUGE,PARISH
2862,LAUREL LAKES,LAUREL LAKES AVE,BATON ROUGE,BATON ROUGE
2863,LAURELWOOD,LAURELWOOD DR,BATON ROUGE,BATON ROUGE
2864,LAURIE LYNN,LAURIE LYNN DR,BATON ROUGE,PARISH
2865,LAURYNWOOD,LAURYNWOOD DR,BATON ROUGE,BATON ROUGE
2867,LAVA BEDS,LAVA BEDS DR,BATON ROUGE,BATON ROUGE
2868,LAVELL,LAVELL RD,PRIDE,PARISH
2869,LAVEY,LAVEY LN,BAKER,BAKER
287,AUTUMNWOOD,AUTUMNWOOD BLVD,BATON ROUGE,PARISH
2871,LAVINIA,LAVINIA ST,BATON ROUGE,BATON ROUGE
2872,LAVO,LAVO LN,BATON ROUGE,PARISH
2873,LAW,LAW CIR,BATON ROUGE,BATON ROUGE
2874,LAWNDALE,LAWNDALE DR,CENTRAL,CENTRAL
2875,LAWNRIDGE,LAWNRIDGE DR,CENTRAL,CENTRAL
2876,LAWNSIDE,LAWNSIDE AVE,GREENWELL SPRINGS,CENTRAL
2877,LAYTON,LAYTON AVE,BATON ROUGE,BATON ROUGE
2878,LAZY K,LAZY K AVE,BATON ROUGE,PARISH
2879,LAZY LAKE,LAZY LAKE DR,CENTRAL,CENTRAL
288,AVALON,AVALON AVE,BATON ROUGE,PARISH
2880,LAZY OAKS,LAZY OAKS CT,BATON ROUGE,PARISH
2881,LEA ANN,LEA ANN DR,BATON ROUGE,BATON ROUGE
2882,LEA,LEA RD,PRIDE,PARISH
2883,LEADALE,LEADALE DR,BATON ROUGE,PARISH
2884,LEAFWOOD,LEAFWOOD DR,BATON ROUGE,PARISH
2885,LEAKE,LEAKE AVE,BATON ROUGE,PARISH
2886,LEAR,LEAR ALY,BATON ROUGE,BATON ROUGE
2888,LEBANON,LEBANON ST,BATON ROUGE,BATON ROUGE
2889,LEBRENT,LEBRENT AVE,BAKER,PARISH
289,AVANTS,AVANTS AVE,BATON ROUGE,BATON ROUGE
2890,LEE,LEE DR,BATON ROUGE,BATON ROUGE
2891,LEE,W LEE DR,BATON ROUGE,BATON ROUGE
2892,LEE PRICE,LEE PRICE RD,CLINTON,PARISH
2893,LEE,LEE ST,ZACHARY,ZACHARY
2894,LEEANNE,LEEANNE DR,CENTRAL,CENTRAL
2895,LEESBURG,LEESBURG AVE,BATON ROUGE,PARISH
2896,LEESVILLE,LEESVILLE AVE,BATON ROUGE,BATON ROUGE
2897,LEEWARD,LEEWARD DR,BATON ROUGE,BATON ROUGE
2898,LEGACY,LEGACY CT,BATON ROUGE,BATON ROUGE
2899,LEHMANN,LEHMANN ST,BATON ROUGE,BATON ROUGE
29,21ST,S 21ST ST,BATON ROUGE,BATON ROUGE
290,L,AVENUE L,ZACHARY,ZACHARY
2900,LEIGH ELLEN,LEIGH ELLEN AVE,BATON ROUGE,PARISH
2901,LEIGHTON,N LEIGHTON DR,BATON ROUGE,BATON ROUGE
2902,LEIGHTON,S LEIGHTON DR,BATON ROUGE,BATON ROUGE
2903,LEIGHWOOD,LEIGHWOOD AVE,BATON ROUGE,BATON ROUGE
2904,LEISURE,LEISURE RD,BATON ROUGE,"BAKER,PARISH"
2906,LELAND,LELAND AVE,BAKER,BAKER
2907,LEMON,LEMON RD,"SLAUGHTER,ZACHARY",PARISH
2908,LEMON B,LEMON B RD,SLAUGHTER,PARISH
2909,LEMONWOOD,LEMONWOOD CT,BATON ROUGE,BATON ROUGE
291,A,AVENUE A,ZACHARY,ZACHARY
2910,LEMONWOOD,LEMONWOOD DR,BATON ROUGE,BATON ROUGE
2911,LENNOX,LENNOX ST,ZACHARY,ZACHARY
2912,LEO,N LEO ST,BATON ROUGE,BATON ROUGE
2913,LEO,S LEO ST,BATON ROUGE,BATON ROUGE
2914,LEONARD,LEONARD DR,BATON ROUGE,BATON ROUGE
2916,LEONIDAS,LEONIDAS ST,BATON ROUGE,BATON ROUGE
2917,LESAGE,LESAGE DR,GREENWELL SPRINGS,CENTRAL
2918,LESSMAN,LESSMAN LN,BATON ROUGE,BATON ROUGE
292,A,AVENUE A,BATON ROUGE,BATON ROUGE
2920,LETITIA,LETITIA ST,BATON ROUGE,BATON ROUGE
2921,LETON,LETON AVE,BATON ROUGE,PARISH
2922,LETTSWORTH,LETTSWORTH ST,BATON ROUGE,BATON ROUGE
2923,LEVERA,LEVERA ST,BATON ROUGE,BATON ROUGE
2924,LEVERDE,LEVERDE AVE,BATON ROUGE,PARISH
2925,LEVITICUS,LEVITICUS DR,ZACHARY,ZACHARY
2926,LEW HOAD,LEW HOAD AVE,BATON ROUGE,PARISH
2927,LEWIS,LEWIS ST,BATON ROUGE,BATON ROUGE
2928,LEXHAM GARDENS,LEXHAM GARDENS AVE,BATON ROUGE,PARISH
2929,LEXINGTON,LEXINGTON DR,BATON ROUGE,BATON ROUGE
293,B,AVENUE B,BATON ROUGE,BATON ROUGE
2930,LEYCESTER,LEYCESTER DR,BATON ROUGE,BATON ROUGE
2931,LIROCCHI,LIROCCHI DR,BATON ROUGE,BATON ROUGE
2932,LIROCCHI,N LIROCCHI DR,BATON ROUGE,BATON ROUGE
2933,LIBERTY,LIBERTY DR,BATON ROUGE,BATON ROUGE
2934,LIBERTY,LIBERTY RD,"GREENWELL SPRINGS,PRIDE,ZACHARY","CENTRAL,PARISH"
2935,LIBERTY CREST,LIBERTY CREST DR,PRIDE,PARISH
2936,LIBRA,LIBRA AVE,GREENWELL SPRINGS,CENTRAL
2937,LIBUSE,LIBUSE DR,BATON ROUGE,PARISH
2939,LIGON,LIGON RD,ZACHARY,"PARISH,ZACHARY"
294,B,AVENUE B,ZACHARY,ZACHARY
2940,LILA,LILA AVE,BATON ROUGE,PARISH
2941,LILAC,LILAC ST,BATON ROUGE,PARISH
2942,LILIAN,LILIAN DR,BATON ROUGE,PARISH
2943,LILS,LILS CT,BATON ROUGE,BATON ROUGE
2944,LILY,LILY AVE,BATON ROUGE,PARISH
2945,LILY VALLEY,LILY VALLEY DR,GREENWELL SPRINGS,CENTRAL
2946,LIMEWOOD,LIMEWOOD DR,BATON ROUGE,BATON ROUGE
2948,LINCOLN,LINCOLN DR,BATON ROUGE,PARISH
295,C,AVENUE C,BATON ROUGE,BATON ROUGE
2950,LINDA,LINDA AVE,BATON ROUGE,BATON ROUGE
2951,LINDA,LINDA CIR,BATON ROUGE,BATON ROUGE
2952,LINDALE,LINDALE AVE,BATON ROUGE,BATON ROUGE
2953,LINDEN,LINDEN ST,BATON ROUGE,BATON ROUGE
2954,LINDSEY NEAL,LINDSEY NEAL DR,GREENWELL SPRINGS,CENTRAL
2956,LINKS,LINKS CT,BATON ROUGE,PARISH
2957,LINKS,S LINKS CT,BATON ROUGE,PARISH
2958,LINKWOOD,LINKWOOD CT,BATON ROUGE,PARISH
2959,LINSTROM,LINSTROM DR,BATON ROUGE,PARISH
296,C,AVENUE C,ZACHARY,ZACHARY
2960,LINWOOD,LINWOOD AVE,BATON ROUGE,BATON ROUGE
2961,LIONS,LIONS DR,ZACHARY,ZACHARY
2963,LISA,LISA DR,GREENWELL SPRINGS,PARISH
2964,LITTLE CAYMAN,LITTLE CAYMAN AVE,BATON ROUGE,PARISH
2965,LITTLE FARMS,LITTLE FARMS DR,ZACHARY,ZACHARY
2966,LITTLE JOHN,LITTLE JOHN DR,BATON ROUGE,BATON ROUGE
2967,LITTLE JOHN,N LITTLE JOHN DR,BATON ROUGE,BATON ROUGE
2968,LITTLEFIELD,LITTLEFIELD AVE,ZACHARY,CENTRAL
2969,LITTLEWOODS,LITTLEWOODS DR,BATON ROUGE,BATON ROUGE
297,D,AVENUE D,BATON ROUGE,BATON ROUGE
2970,LIVE OAK,LIVE OAK BLVD,BATON ROUGE,BATON ROUGE
2972,LIVINGSTON,LIVINGSTON DR,ZACHARY,ZACHARY
2973,LLANFAIR,LLANFAIR DR,BATON ROUGE,BATON ROUGE
2974,LOBDELL,LOBDELL AVE,BATON ROUGE,BATON ROUGE
2975,LOBDELL,LOBDELL BLVD,BATON ROUGE,BATON ROUGE
2976,LOBELIA,LOBELIA AVE,BATON ROUGE,BATON ROUGE
2977,LOBWOOD,LOBWOOD DR,BATON ROUGE,BATON ROUGE
2978,LOCH FYNE,LOCH FYNE AVE,BAKER,CENTRAL
