"Part","Type","Type","Brand","牌子","Model","Other Information","其他資料","Place of Manufacture","製造地點","Applicant","申請人","Telephone Number","Approval Expiry Date"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","GERMAN POOL","德國寶","GP10-LG3","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2011-03-09"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Hibachi","氣霸","HY-3688B","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2012-10-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Hibachi","氣霸","HY-3612US","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2022-07-03"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Hibachi","氣霸","HY-3612AS","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2017-10-18"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Hotpoint/ARISTON","愛朗","PC 730 RT X /HA","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2019-06-10"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Hotpoint/ARISTON","愛朗","PK 630 RT GH /HA","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2019-06-10"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","La Germania","耐而美","P9C01D9XT","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Kelvin Electric Trading Co. Ltd.","嘉榮電器貿易有限公司","2421 1200","2017-11-08"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","La Germania","耐而美","P9501DW","ENAMEL TOP PANEL","搪瓷面版","Italy","意大利","Westwing Appliances Ltd.","威榮電業有限公司","2406 8663","2010-06-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","La Germania","耐而美","P9501DX","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Westwing Appliances Ltd.","威榮電業有限公司","2406 8663","2010-06-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","La Germania","耐而美","P6501DW","ENAMEL TOP PANEL","搪瓷面版","Italy","意大利","Westwing Appliances Ltd.","威榮電業有限公司","2406 8663","2010-06-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","La Germania","耐而美","P6501DX","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Westwing Appliances Ltd.","威榮電業有限公司","2406 8663","2010-06-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Mita","美家","PV 730 RT/LPG","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2013-02-10"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Mita","美家","GL3AF(Battery)","GLASS TOP PANEL, DC POWERED TOP PANEL","玻璃, 直流電面版","Australia","澳洲","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2007-12-31"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Nardi","","LC934AVN","GLASS TOP PANEL","玻璃面版","Italy","意大利","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2008-06-02"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Nardi","","LC934AVW","GLASS TOP PANEL","玻璃面版","Italy","意大利","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2008-06-02"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","National","樂聲","GE-H311GB","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2007-11-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","National","樂聲","GE-H311GW","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2007-11-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Panasonic","樂聲","GE-H320GW","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2008-12-22"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Panasonic","樂聲","GE-H320GB","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2008-12-22"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Philco","飛歌","PMG753G/LP","GLASS TOP PANEL","玻璃面版","Italy","意大利","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2008-04-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Philco","飛歌","PMG753G-WT/LP","GLASS TOP PANEL","玻璃面版","Italy","意大利","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2008-04-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Philco","飛歌","PRG-703G","GLASS TOP PANEL","玻璃面版","Italy","意大利","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2007-12-01"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Philco","飛歌","PRG-703S","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2007-12-01"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Philco","飛歌","PE863GH/LP","GLASS TOP PANEL","玻璃面版","Taiwan, China","中國台灣","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2009-02-09"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Philco","飛歌","PE863GH-WT/LP","GLASS TOP PANEL","玻璃面版","Taiwan, China","中國台灣","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2009-02-09"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Philco","飛歌","PG365G/LP","GLASS TOP PANEL","玻璃面版","Australia","澳洲","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2012-09-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Philco","飛歌","Ph8638B/LP","GLASS TOP PANEL","玻璃面版","Taiwan, China","中國台灣","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2012-07-11"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Philco","飛歌","PH8638W/LP","GLASS TOP PANEL","玻璃面版","Taiwan, China","中國台灣","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2012-07-11"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Philco","飛歌","PH3863B-LP","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2018-07-09"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Rasonic","樂信","RG-323GB","GLASS TOP PANEL","玻璃面版","Malaysia","馬來西亞","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2018-01-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Rasonic","樂信","RG-323GW","GLASS TOP PANEL","玻璃面版","Malaysia","馬來西亞","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2018-01-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Rasonic","樂信","RG-320GW","GLASS TOP PANEL","玻璃面版","Malaysia","馬來西亞","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2013-06-01"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Rasonic","樂信","RG-320GB","GLASS TOP PANEL","玻璃面版","Malaysia","馬來西亞","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2013-06-01"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Rinnai","林內","RB3GB","GLASS TOP PANEL","玻璃面版","Taiwan, China","中國台灣","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2012-05-20"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Siemens","西門子","ER70922HK","GLASS TOP PANEL","玻璃面版","Australia","澳洲","BSH Home Appliances Ltd.","博西華家用電器有限公司","2565 6161","2010-12-01"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Siemens","西門子","ER70926HK","GLASS TOP PANEL","玻璃面版","Australia","澳洲","BSH Home Appliances Ltd.","博西華家用電器有限公司","2565 6161","2015-08-26"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Smeg","新美家","PTS723","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Great Treasure International Ltd.","長富國際有限公司","2721 7449","2015-03-08"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Starla","明日之星","C753VDSC","GLASS TOP PANEL","玻璃面版","Italy","意大利","Bright Gas Appliances Co., Ltd.","輝煌爐具有限公司","2480 4972","2009-09-29"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Starla","明日之星","C8830ECV","GLASS TOP PANEL","玻璃面版","Italy","意大利","Bright Gas Appliances Co., Ltd.","輝煌爐具有限公司","2480 4972","2008-04-06"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Taada","多田牌","GA033GT","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2020-06-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Teka","德格","CG Lux-86 2G 1P AI TR AL","GLASS TOP PANEL","玻璃面版","Spain","西班牙","Teka China Ltd.","德格中國有限公司","2816 2767","2007-07-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Topgas","迪瓦斯","BJ-838F3","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Best Joint International Trading Co., Ltd.","香港百駿國際貿易有限公司","2728 0221","2007-12-27"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Whirlpool","惠而浦","AG138","GLASS TOP PANEL, AC POWERED TOP PANEL","玻璃, 交流電面版","Malaysia","馬來西亞","Whirlpool (Hong Kong) Ltd.","惠而浦（香港）有限公司","2406 9138","2007-12-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Whirlpool","惠而浦","AG138","GLASS TOP PANEL, DC POWERED TOP PANEL","玻璃, 直流電面版","Malaysia","馬來西亞","Whirlpool (Hong Kong) Ltd.","惠而浦（香港）有限公司","2406 9138","2007-12-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Whirlpool","惠而浦","AGT338","GLASS TOP PANEL","玻璃面版","Malaysia","馬來西亞","Whirlpool (Hong Kong) Ltd.","惠而浦（香港）有限公司","2406 9138","2010-10-09"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Whirlpool","惠而浦","AGD339","GLASS TOP PANEL, DC POWERED TOP PANEL","玻璃, 直流電面版","The People's Republic of China","中華人民共和國","Whirlpool (Hong Kong) Ltd.","惠而浦（香港）有限公司","2406 9138","2016-08-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners","嵌入式三頭平面爐","Whirlpool","惠而浦","AGK333","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Whirlpool (Hong Kong) Ltd.","惠而浦（香港）有限公司","2406 9138","2020-01-07"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners with 1 Electrical Hotplate","嵌入式三頭平面爐連單頭電爐","Ariston","愛朗","PH 741 RQO GH","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2014-04-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners with 1 Electrical Hotplate","嵌入式三頭平面爐連單頭電爐","Bertazzoni","","PM363I0X","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Kelvin Electric Trading Co. Ltd.","嘉榮電器貿易有限公司","2421 1200","2017-11-08"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners with 1 Electrical Hotplate","嵌入式三頭平面爐連單頭電爐","Hotpoint/ARISTON","愛朗","PK 741 RQO GH /HA","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2019-06-10"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners with 2 Electric Hotplates","嵌入式三頭平面爐連雙電爐","Cristal","尼斯","V8632FLV","GLASS TOP PANEL","玻璃面版","Italy","意大利","Great Treasure International Ltd.","長富國際有限公司","2721 7449","2007-12-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 3 Burners with Grill","嵌入式三頭平面爐連烤爐","Harman Taada","多田","DG3111SFR","EASY CLEAN TOP PANEL","易潔面版","Japan","日本","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2004-12-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 4 Burners","嵌入式四頭平面爐","Ariston","愛朗","PH640MST","ENAMEL/STAINLESS STEEL TOP PANEL","搪瓷/不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2012-11-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 4 Burners","嵌入式四頭平面爐","Ariston","愛朗","PH940MST","ENAMEL/STAINLESS STEEL TOP PANEL","搪瓷/不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2013-04-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 4 Burners","嵌入式四頭平面爐","Ariston","愛朗","PF740MSD","ENAMEL/STAINLESS STEEL TOP PANEL","搪瓷/不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2007-09-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 4 Burners","嵌入式四頭平面爐","Baumatic","龐馬狄克","P90SS","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Baumatic Asia Limited","Baumatic Asia Limited","2834 2380","2012-05-20"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 4 Burners","嵌入式四頭平面爐","Hotpoint/ARISTON","愛朗","PC 640 T X /HA","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2018-10-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 4 Burners","嵌入式四頭平面爐","Smeg","新美家","SRV574X.1","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Great Treasure International Ltd.","長富國際有限公司","2721 7449","2011-02-22"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 4 Burners with 1 Electric Hotplate","嵌入式單頭平面爐連單電爐","Ariston","愛朗","PH941MSTV","ENAMEL/STAINLESS STEEL TOP PANEL","搪瓷/不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2013-04-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 4 Burners with Electric Grill","嵌入式四頭平面爐連電烤爐","Ariston","愛朗","PH941MSTB","ENAMEL/STAINLESS STEEL TOP PANEL","搪瓷/不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2013-04-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 5 Burners","嵌入式五頭平面爐","Ariston","愛朗","PH 750 RT GH","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2014-07-26"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 5 Burners","嵌入式五頭平面爐","Baumatic","龐馬狄克","P90SSHK","STAINLESS STEEL TOP PANEL","不銹鋼面版","France","法國","Baumatic Asia Limited","Baumatic Asia Limited","2834 2380","2017-05-28"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 5 Burners","嵌入式五頭平面爐","Bertazzoni","","P9101PROX","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Kelvin Electric Trading Co. Ltd.","嘉榮電器貿易有限公司","2421 1200","2017-11-08"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 5 Burners","嵌入式五頭平面爐","GERMAN POOL","德國寶","GP50-LG","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2017-06-19"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 5 Burners","嵌入式五頭平面爐","Smeg","新美家","PGF95F-2","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Great Treasure International Ltd.","長富國際有限公司","2721 7449","2011-05-23"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 5 Burners","嵌入式五頭平面爐","Smeg","新美家","S193AS1","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Great Treasure International Ltd.","長富國際有限公司","2721 7449","2011-04-25"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Hotplate 5 Burners","嵌入式五頭平面爐","Smeg","新美家","PS906","","","Italy","意大利","Great Treasure International Ltd.","長富國際有限公司","2721 7449","2015-08-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Oven and Grill","嵌入式焗爐及烤爐","Ariston","愛朗","FBG IX","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2013-09-25"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Oven and Grill","嵌入式焗爐及烤爐","Ariston","愛朗","FBG","ENAMEL TOP PANEL","搪瓷面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2013-01-03"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Oven and Grill","嵌入式焗爐及烤爐","Philco","飛歌","GWH472SLPH","STAINLESS STEEL TOP PANEL","不銹鋼面版","Australia","澳洲","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2008-12-14"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in Oven and Grill","嵌入式焗爐及烤爐","Philco","飛歌","GWH472WLPH","ENAMEL TOP PANEL","搪瓷面版","Australia","澳洲","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2008-12-14"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in/Free Standing Hotplate 2 Burners","嵌入/座枱式雙頭平面爐","GERMAN POOL","德國寶","GP9-LG","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2013-09-10"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in/Free Standing Hotplate 2 Burners","嵌入/座枱式雙頭平面爐","GERMAN POOL","德國寶","GP8-LG02","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2008-01-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in/Free Standing Hotplate 2 Burners","嵌入/座枱式雙頭平面爐","GERMAN POOL","德國寶","GP8-LG03","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2008-01-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in/Free Standing Hotplate 2 Burners","嵌入/座枱式雙頭平面爐","GERMAN POOL","德國寶","GP8-LS02","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2008-01-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in/Free Standing Hotplate 2 Burners","嵌入/座枱式雙頭平面爐","GERMAN POOL","德國寶","GP8-LS01","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2007-12-19"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in/Free Standing Hotplate 2 Burners","嵌入/座枱式雙頭平面爐","GERMAN POOL","德國寶","GP8-LG04","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2007-12-19"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Built-in/Free Standing Hotplate 2 Burners","嵌入/座枱式雙頭平面爐","GERMAN POOL","德國寶","GP9-LG","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","German Pool (Hong Kong) Ltd.","德國寶（香港）有限公司","2773 2812","2014-09-15"
