SCHEDULE NUMBER,NEGOTIATION NUMBER,BLANK1,COMPANY IDENTIFYING INFORMATION ,SIC Code,BLANK2,SIC Code,SIC Code,BLANK3,TYPE OF BARGAINING UNIT,BLANK4,REGIONAL OR STATE,BLANK5,LOCATION,BLANK6,UNION,BLANK7,UNION CODE,BLANK8,NUMBER OF EMPLOYEES,BLANK9,NEGOTIATION DATE,BLANK10,AGREEMENT EFFECTIVE DATE,BLANK11,NEW EXPIRATION DATE,BLANK12,REOPENING DATE,BLANK13,ESCALATOR OVERALL CONTROL,INDEX CODE,BLANK14,TYPE OF ESCALATOR CLAUSE,MINIMUM AND/OR MAXIMUM CODE,BLANK15,CPI BASE YEAR,BLANK16,CPI FORMULA,BLANK17,DATE OF FIRST COST-OF-LIVING REVIEW,BLANK18,DATE OF LAST COST-OF-LIVING REVIEW,BLANK19,WORK STOPPAGE BEGINNING DATE,BLANK20,WORK STOPPAGE ENDING DATE
36147,53,,GIBSON PRODUCTS CORP 3635,50,,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",0,,"MULTIPLANT, ONE COMPANY",,MICHIGAN,,"MI,GREENVILLE",,AUTO WORKERS,,AUTO WORKERS,,3000,,11/2/80,,11/3/80,,11/2/83,,,,"CLAUSE ESTABLISHED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",MAXIMUM BUT NO MINIMUM,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/1/80,,9/7/83,,,,
36147,54,,GIBSON PRODUCTS CORP      LU 137      K3635,50,,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",0,,"MULTIPLANT, ONE COMPANY",,MICHIGAN,,"MI,GREENVILLE",,AUTO WORKERS,,AUTO WORKERS,,3500,,12/11/83,,11/3/83,,11/2/86,,,,CHANGE IN COLA CLAUSE DECREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",MAXIMUM BUT NO MINIMUM,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/1/84,,9/1/86,,11/5/83,,12/11/83
36147,55,,GIBSON PRODUCTS CORP (DIV OF WHITE CONSOLIDATED,50,,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",0,,"MULTIPLANT, ONE COMPANY",,MICHIGAN,,"MI,GREENVILLE",,AUTO WORKERS,,AUTO WORKERS,,3000,,11/1/86,,11/2/86,,10/31/89,,,,CHANGE IN COLA CLAUSE DECREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",MAXIMUM BUT NO MINIMUM,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/2/87,,9/2/89,,,,
36147,56,,GREENVILLE PROD (WCI REFRIG DIV),50,,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",0,,"MULTIPLANT, ONE COMPANY",,MICHIGAN,,"MI,GREENVILLE",,AUTO WORKERS,,AUTO WORKERS,,3500,,11/4/89,,11/4/89,,11/2/93,,,,"CLAUSE DISCONTINUED, NO CODING IN SUBFIELDS",,,,,,,,,,,,,,,,
36147,57,,FRIGIDAIRE DIV OF WHITE CONSOL,50,,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",0,,"SINGLE PLANT, ONE COMPANY",,MICHIGAN,,"MI,GREENVILLE",,AUTO WORKERS,,AUTO WORKERS,,2600,,11/7/93,,11/5/93,,11/4/96,,,,"ESCALATOR CLAUSE REESTABLISHED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",MAXIMUM BUT NO MINIMUM,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/1/94,,9/1/96,,,,
37003,51,,BENDIX CORP,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,10200,,4/17/71,,4/17/71,,4/16/74,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 16 AND 03,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,6/5/72,,12/5/73,,,,
37003,52,,BENDIX CORP,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,8500,,4/17/74,,4/17/74,,4/30/77,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,7/5/74,,1/5/77,,,,
37003,53,,BENDIX CORP,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,7100,,5/1/77,,5/1/77,,4/30/80,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,7/5/77,,1/5/80,,,,
37003,54,,BENDIX CORP,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,6500,,5/1/80,,5/1/80,,4/30/83,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,7/1/80,,1/1/83,,,,
37003,55,,BENDIX CORP,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,5500,,5/10/83,,5/1/83,,4/30/86,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,10/1/84,,1/1/86,,,,
37003,56,,ALLIED/BENDIX CORP.,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,4800,,5/15/86,,5/15/86,,5/3/89,,,,CHANGE IN COLA CLAUSE DECREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,7/1/86,,4/1/88,,,,
37003,57,,ALLIED/BENDIX CORP,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,3200,,5/20/89,,5/3/89,,5/3/92,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,7/1/89,,1/1/92,,,,
37003,58,,ALLIED-SIGNAL INC,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,2362,,5/14/92,,5/3/92,,5/3/95,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,7/1/92,,1/1/95,,,,
37003,59,,ALLIEDSIGNAL INC.,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,2200,,5/18/95,,5/3/95,,5/3/99,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,7/1/95,,10/1/98,,,,
37007,51,,THE BUDD CO,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,9400,,1/2/71,,1/2/71,,12/15/73,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 22 AND 03,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,12/6/71,,12/6/73,,,,
37007,52,,BUDD CO,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,9000,,1/15/74,,1/15/74,,1/15/77,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,3/6/74,,12/6/76,,,,
37007,53,,BUDD CO,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,11400,,1/17/77,,1/17/77,,1/15/80,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS","BOSTON, MASSACHUSETTS - CPI-U",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,3/6/77,,12/6/79,,,,
37007,54,,BUDD CO,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,10000,,2/14/80,,2/14/80,,3/4/83,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS","BOSTON, MASSACHUSETTS - CPI-U",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,3/6/80,,12/6/82,,1/16/80,,2/14/80
37007,55,,BUDD CO,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIOANL,,AUTO WORKERS,,AUTO WORKERS,,7800,,4/26/82,,4/26/82,,3/8/85,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,"BOSTON, MASSACHUSETTS - CPI-W",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/1/83,,3/1/85,,,,
37007,56,,BUDD CO,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,6300,,3/8/85,,3/8/85,,3/11/88,,,,CHANGE IN COLA CLAUSE DECREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,6/3/85,,12/3/87,,,,
37007,57,,BUDD CO         K 4006,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,5000,,1/30/88,,3/14/88,,3/13/92,,,,CHANGE IN COLA CLAUSE DECREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,6/5/88,,12/5/91,,,,
37007,58,,BUDD CO  K4006,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,2600,,10/31/91,,10/31/91,,10/31/95,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,OTHER,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/91,,9/1/95,,,,
37007,59,,BUDD CO         K 4006,50,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,2000,,10/15/95,,11/1/95,,12/31/99,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,OTHER,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/95,,12/1/98,,,,
37008,51,,CHRYSLER CORP HOURLY EMPLOYEES,,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,110000,,1/19/71,,9/15/70,,9/14/73,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 22 AND 03,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,12/6/71,,6/1/73,,,,
37008,52,,CHRYSLER CORP HOURLY EMPLOYEES,,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,115000,,9/24/73,,9/24/73,,9/14/76,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/6/73,,6/6/76,,9/15/73,,9/23/73
37008,53,,CHRYSLER CORP HOURLY EMPLOYEES,,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,109000,,11/17/76,,9/15/76,,9/14/79,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS","BOSTON, MASSACHUSETTS - CPI-U",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/6/76,,6/6/79,,,,
37008,54,,CHRYSLER CORP HOURLY EMPLS,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,110000,,1/8/80,,9/15/79,,9/14/82,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS","BOSTON, MASSACHUSETTS - CPI-U",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,Unknown or Other,,AT&T OR OTHER FORMULAS,,12/6/79,,6/6/82,,,,
37008,55,,CHRYLSER CORP HOURLY EMPLOYEES,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,64000,,1/14/81,,1/14/81,,9/14/82,,,,CLAUSE SUSPENDED,,,SUSPENDED,,,,,,,,,,,,,
37008,56,,CHRYSLER CORP    HOURLY  EMPLS,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,41500,,12/20/82,,12/13/82,,1/14/84,,,,"ESCALATOR CLAUSE REESTABLISHED, CODE ALL SUBFIELDS",OTHER THAN BLS INDEX,,COMBINATION OF 18 AND 02,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/7/83,,12/5/83,,,,
37008,57,,CHRYSLER CORP. HOURLY,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,41500,,9/13/83,,8/15/83,,10/15/85,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",OTHER THAN BLS INDEX,,OTHER,NO MINIMUM OR MAXIMUM ADJUSTMENT,,Unknown or Other,,AT&T OR OTHER FORMULAS,,10/7/83,,9/7/85,,,,
37008,58,,CHRYSLER CORP. (HOURLY),50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,63000,,10/28/85,,10/28/85,,9/14/88,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/7/85,,9/7/88,,10/16/85,,10/28/85
37008,59,,CHRYSLER CORP (HOURLY),50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,60000,,5/11/88,,5/11/88,,9/14/90,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/88,,6/1/90,,,,
37008,60,,CHRYSLER CORP (HOURLY ),50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,50600,,11/17/90,,9/17/90,,9/14/93,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/90,,6/1/93,,,,
37008,61,,CHRYSLER CORP (HOURLY)  K 4007,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,51110,,10/15/93,,9/20/93,,9/14/96,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/93,,6/1/96,,,,
37010,51,,CHRYSLER CORP SALARIED EMPLS,,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,10500,,2/2/71,,2/2/71,,9/14/73,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 22 AND 03,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,12/6/71,,6/1/73,,,,
37010,52,,CHRYSLER CORP SALARIED EMPLOYEES,,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,10500,,9/17/73,,9/24/73,,9/14/76,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/6/73,,6/6/76,,,,
37010,53,,CHRYSLER CORP   SALARIED EMPLOYEES,,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,9000,,11/10/76,,9/15/76,,9/14/79,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,12/6/76,,6/6/79,,,,
37010,54,,CHRYSLER CORP   SALARIED EMPLS,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,13000,,1/8/80,,9/15/79,,9/14/82,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS","BOSTON, MASSACHUSETTS - CPI-U",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,Unknown or Other,,AT&T OR OTHER FORMULAS,,12/6/79,,6/6/82,,,,
37010,55,,CHRYLSER CORPSALARIED EMPLOYEES,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,7600,,1/14/81,,1/14/81,,9/14/82,,,,CLAUSE SUSPENDED,,,SUSPENDED,,,,,,,,,,,,,
37010,56,,CHRYSLER CORP SALARIED,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,5300,,12/20/82,,12/13/82,,1/14/84,,,,"ESCALATOR CLAUSE REESTABLISHED, CODE ALL SUBFIELDS","BALTIMORE, MARYLAND - CPI-W",,COMBINATION OF 18 AND 02,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/7/83,,12/5/83,,,,
37010,57,,CHRYSLER CORP SALARIED,50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,5300,,9/13/83,,8/15/83,,10/15/85,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",OTHER THAN BLS INDEX,,OTHER,NO MINIMUM OR MAXIMUM ADJUSTMENT,,Unknown or Other,,AT&T OR OTHER FORMULAS,,10/7/83,,9/7/85,,,,
37010,58,,CHRYSLER CORP. (SALARIED),50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,6300,,10/28/85,,10/28/85,,9/14/88,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/7/85,,9/7/88,,10/16/85,,10/28/85
37010,59,,CHRYSLER CORP (SALARIED),50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,6000,,5/11/88,,5/11/88,,9/14/90,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/88,,6/1/90,,,,
37010,60,,CHRYSLER CORP (SALARIED ),50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,4754,,11/17/90,,9/17/90,,9/14/93,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/90,,6/1/93,,,,
37010,61,,CHRYSLER CORP (SALARIED),50,,Transportation Equipment,11,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,5000,,10/15/93,,9/20/93,,9/14/96,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,12/1/93,,6/1/96,,,,
37011,51,,DANA CORP,,,Transportation Equipment,14,,"MULTIPLANT, ONE COMPANY",,NATIONAL OR MULTI-REGIONAL,,NATIONAL,,AUTO WORKERS,,AUTO WORKERS,,10000,,12/2/70,,12/2/70,,12/1/73,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 22 AND 03,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,12/6/71,,9/6/73,,,,
